Attaching 317 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
15854609 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15854697 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15854708 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7fa7def24563 arg2:1 
15854728 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9180 arg2:31 
15854823 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15855178 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15855536 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15855917 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15856286 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15856654 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15857019 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15857382 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15857744 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15858802 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15858848 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15858974 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15859472 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15859989 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15860502 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x5558cce9c4c0 arg2:4096 
15860542 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15860947 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15861323 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15861685 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15862050 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15862424 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15863457 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15863552 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15863912 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15864272 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15864636 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15865001 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15865367 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15865765 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x5558cce9c4c0 arg2:4096 
15865792 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15866187 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15866199 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7fa7def24563 arg2:1 
15866218 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9180 arg2:31 
15866625 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x5558cce38650 arg2:4096 
15866995 µs:   9231   oggenc               tracepoint:syscalls:sys_enter_read [3] arg0:3 arg1:0x7ffdbcdaa7b0 arg2:4096 
15868564 µs:   9231   oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-856956928 
15868593 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9120 arg2:55 
15868605 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9120 arg2:25 
